product,description,AOI,CRS,has_overviews,source_items,generated_at,min_value,max_value,mean_value
ndbi_composite,Annual NDBI median composite derived from Sentinel-2 images,"Enschede, the Netherlands",EPSG:4326,True,3,2025-12-31,-0.66,0.24,-0.19
